AGI,dir,tp
AT1G41920,down,96 h
AT1G42710,down,96 h
AT3G29450,down,96 h
AT3G29765,down,96 h
AT3G29638,down,96 h
AT1G27710,down,96 h
AT3G02670,down,96 h
AT4G33840,down,96 h
AT5G17500,down,96 h
AT4G16550,down,96 h
AT4G16560,down,96 h
AT5G38130,down,96 h
AT1G29780,down,96 h
AT2G21420,down,96 h
AT5G18890,down,96 h
AT1G22100,down,96 h
AT5G59616,down,96 h
AT2G36260,down,96 h
AT3G05975,down,96 h
AT3G24600,down,96 h
AT4G10410,down,96 h
AT4G19470,down,96 h
AT5G49750,down,96 h
AT3G46350,down,96 h
AT1G33070,down,96 h
AT5G40070,down,96 h
AT5G46320,down,96 h
AT5G51860,down,96 h
AT1G48150,down,96 h
AT1G72350,down,96 h
AT1G15160,down,96 h
AT1G23300,down,96 h
AT1G62410,down,96 h
AT2G43730,down,96 h
AT3G44800,down,96 h
AT5G53960,down,96 h
AT5G20440,down,96 h
AT1G64255,down,96 h
AT2G44175,down,96 h
AT3G56520,down,96 h
AT3G60060,down,96 h
AT4G27190,down,96 h
AT5G28660,down,96 h
AT5G27140,down,96 h
AT1G60300,down,96 h
AT1G60340,down,96 h
AT3G45760,down,96 h
AT3G49200,down,96 h
AT5G22490,down,96 h
AT1G11990,down,96 h
AT3G23770,down,96 h
AT1G63140,down,96 h
AT1G51990,down,96 h
AT2G33845,down,96 h
AT3G28490,down,96 h
AT4G05340,down,96 h
AT1G33830,down,96 h
AT1G65810,down,96 h
AT3G28610,down,96 h
AT3G29800,down,96 h
AT4G08190,down,96 h
AT5G37030,down,96 h
AT5G37140,down,96 h
AT5G66970,down,96 h
AT2G27570,down,96 h
AT2G30630,down,96 h
AT3G51690,down,96 h
AT3G51700,down,96 h
AT5G28780,down,96 h
AT3G50808,down,96 h
AT4G40100,down,96 h
AT4G20100,down,96 h
AT3G50020,down,96 h
AT1G29080,down,96 h
AT3G11350,down,96 h
AT2G41390,down,96 h
AT1G21245,down,96 h
AT4G15715,down,96 h
AT5G09550,down,96 h
AT1G20750,down,96 h
AT3G06000,down,96 h
AT2G27940,down,96 h
AT1G53820,down,96 h
AT3G42830,down,96 h
AT1G18770,down,96 h
AT1G18780,down,96 h
AT1G21960,down,96 h
AT1G74620,down,96 h
AT1G77830,down,96 h
AT3G13228,down,96 h
AT3G14970,down,96 h
AT4G18110,down,96 h
AT5G05910,down,96 h
AT5G37280,down,96 h
AT5G41430,down,96 h
AT5G53910,down,96 h
AT5G54990,down,96 h
AT2G03000,down,96 h
AT2G15260,down,96 h
AT2G29840,down,96 h
AT3G45555,down,96 h
AT3G43750,down,96 h
AT3G45570,down,96 h
AT3G45580,down,96 h
AT3G43180,down,96 h
AT5G07225,down,96 h
AT3G52980,down,96 h
AT1G45100,down,96 h
AT5G03580,down,96 h
AT5G59860,down,96 h
AT2G14870,down,96 h
AT2G21690,down,96 h
AT5G03480,down,96 h
AT2G14160,down,96 h
AT3G10845,down,96 h
AT5G52480,down,96 h
AT1G47920,down,96 h
AT1G66640,down,96 h
AT3G58890,down,96 h
AT4G03630,down,96 h
AT3G59180,down,96 h
AT1G74480,down,96 h
AT1G63550,down,96 h
AT3G22020,down,96 h
AT1G63295,down,96 h
AT4G20220,down,96 h
AT1G74140,down,96 h
AT1G74820,down,96 h
AT5G66430,down,96 h
AT1G66690,down,96 h
AT3G23460,down,96 h
AT2G24620,down,96 h
AT3G43120,down,96 h
AT2G36210,down,96 h
AT4G19340,down,96 h
AT4G19360,down,96 h
AT5G03600,down,96 h
AT3G16600,down,96 h
AT1G18050,down,96 h
AT3G27600,down,96 h
AT1G20240,down,96 h
AT1G20290,down,96 h
AT1G20690,down,96 h
AT1G63280,down,96 h
AT3G46840,down,96 h
AT4G10530,down,96 h
AT4G10540,down,96 h
AT5G11940,down,96 h
AT5G58820,down,96 h
AT2G27750,down,96 h
AT4G09070,down,96 h
AT5G39230,down,96 h
AT4G09430,down,96 h
AT4G11340,down,96 h
AT5G17970,down,96 h
AT1G31380,down,96 h
AT3G22080,down,96 h
AT3G58240,down,96 h
AT3G58260,down,96 h
AT3G58340,down,96 h
AT3G58360,down,96 h
AT3G58410,down,96 h
AT2G15710,down,96 h
AT2G42460,down,96 h
AT2G42470,down,96 h
AT3G44805,down,96 h
AT2G06541,down,96 h
AT5G44540,down,96 h
AT1G47370,down,96 h
AT1G52900,down,96 h
AT1G57830,down,96 h
AT1G57850,down,96 h
AT1G60320,down,96 h
AT2G03300,down,96 h
AT4G19910,down,96 h
AT1G51210,down,96 h
AT3G01010,down,96 h
AT4G08430,down,96 h
AT3G32090,down,96 h
AT1G80990,down,96 h
AT2G16490,down,96 h
AT4G01180,down,96 h
AT4G01780,down,96 h
AT2G02550,down,96 h
AT2G04750,down,96 h
AT2G07020,down,96 h
AT5G02730,down,96 h
AT2G38150,down,96 h
AT1G47780,down,96 h
AT1G52460,down,96 h
AT3G55190,down,96 h
AT5G22960,down,96 h
AT1G52695,down,96 h
AT5G13940,down,96 h
AT5G50140,down,96 h
AT5G60070,down,96 h
AT2G16835,down,96 h
AT1G32880,down,96 h
AT3G29750,down,96 h
AT3G30770,down,96 h
AT4G12920,down,96 h
AT4G30030,down,96 h
AT5G45120,down,96 h
AT4G04985,down,96 h
AT2G28010,down,96 h
AT5G13350,down,96 h
AT5G13380,down,96 h
AT1G33880,down,96 h
AT2G31215,down,96 h
AT2G15170,down,96 h
AT4G32100,down,96 h
AT3G25810,down,96 h
AT1G66770,down,96 h
AT4G10850,down,96 h
AT1G69190,down,96 h
AT1G32280,down,96 h
AT1G43666,down,96 h
AT3G22580,down,96 h
AT5G52160,down,96 h
AT1G43667,down,96 h
AT4G23120,down,96 h
AT2G25120,down,96 h
AT1G66120,down,96 h
AT4G20080,down,96 h
AT1G23240,down,96 h
AT3G54570,down,96 h
AT2G04910,down,96 h
AT2G42930,down,96 h
AT4G16165,down,96 h
AT5G07170,down,96 h
AT5G27080,down,96 h
AT5G26900,down,96 h
AT5G66220,down,96 h
AT5G27800,down,96 h
AT1G07850,down,96 h
AT2G16200,down,96 h
AT2G29250,down,96 h
AT1G31670,down,96 h
AT4G12270,down,96 h
AT4G12280,down,96 h
AT1G45063,down,96 h
AT5G52720,down,96 h
AT5G52770,down,96 h
AT5G25330,down,96 h
AT5G39370,down,96 h
AT1G63190,down,96 h
AT1G63200,down,96 h
AT1G63205,down,96 h
AT4G03570,down,96 h
AT4G03590,down,96 h
AT4G03565,down,96 h
AT5G17110,down,96 h
AT5G17120,down,96 h
AT1G03720,down,96 h
AT5G17080,down,96 h
AT5G17130,down,96 h
AT3G26250,down,96 h
AT4G09690,down,96 h
AT5G02330,down,96 h
AT2G44400,down,96 h
AT5G29624,down,96 h
AT1G45243,down,96 h
AT4G29600,down,96 h
AT4G29630,down,96 h
AT1G29620,down,96 h
AT2G34120,down,96 h
AT2G20465,down,96 h
AT1G61688,down,96 h
AT1G56553,down,96 h
AT5G60553,down,96 h
AT5G55565,down,96 h
AT3G16895,down,96 h
AT2G42885,down,96 h
AT2G24693,down,96 h
AT5G54745,down,96 h
AT5G60500,down,96 h
AT4G11180,down,96 h
AT5G44300,down,96 h
AT1G65450,down,96 h
AT2G03040,down,96 h
AT2G03290,down,96 h
AT3G09990,down,96 h
AT3G23220,down,96 h
AT5G43410,down,96 h
AT1G49120,down,96 h
AT5G67000,down,96 h
AT3G14040,down,96 h
AT3G09750,down,96 h
AT3G04170,down,96 h
AT2G30810,down,96 h
AT1G44085,down,96 h
AT2G04063,down,96 h
AT1G36675,down,96 h
AT3G29033,down,96 h
AT2G46190,down,96 h
AT5G44830,down,96 h
AT5G44840,down,96 h
AT3G42155,down,96 h
AT1G77780,down,96 h
AT3G55780,down,96 h
AT3G62710,down,96 h
AT5G16700,down,96 h
AT2G39640,down,96 h
AT3G18180,down,96 h
AT3G57620,down,96 h
AT2G06500,down,96 h
AT5G31412,down,96 h
AT5G33406,down,96 h
AT3G13010,down,96 h
AT5G54210,down,96 h
AT2G04930,down,96 h
AT1G20320,down,96 h
AT3G21490,down,96 h
AT4G23882,down,96 h
AT1G57780,down,96 h
AT2G28090,down,96 h
AT5G13130,down,96 h
AT5G46010,down,96 h
AT1G01150,down,96 h
AT1G43330,down,96 h
AT4G04580,down,96 h
AT5G23650,down,96 h
AT1G56530,down,96 h
AT5G26070,down,96 h
AT5G34581,down,96 h
AT4G39745,down,96 h
AT1G63540,down,96 h
AT1G19025,down,96 h
AT4G23110,down,96 h
AT3G17230,down,96 h
AT5G49860,down,96 h
AT1G52110,down,96 h
AT3G21380,down,96 h
AT3G59620,down,96 h
AT4G11745,down,96 h
AT5G10500,down,96 h
AT1G72290,down,96 h
AT2G03740,down,96 h
AT2G35460,down,96 h
AT1G52680,down,96 h
AT5G22590,down,96 h
AT4G28380,down,96 h
AT1G24650,down,96 h
AT4G20790,down,96 h
AT3G42880,down,96 h
AT3G46420,down,96 h
AT1G53420,down,96 h
AT2G19230,down,96 h
AT3G52690,down,96 h
AT5G24180,down,96 h
AT4G11030,down,96 h
AT4G38120,down,96 h
AT3G28450,down,96 h
AT3G10890,down,96 h
AT5G46000,down,96 h
AT2G16225,down,96 h
AT2G16505,down,96 h
AT1G45403,down,96 h
AT1G65050,down,96 h
AT5G40290,down,96 h
AT2G39790,down,96 h
AT5G14290,down,96 h
AT1G07025,down,96 h
AT1G56380,down,96 h
AT5G47290,down,96 h
AT2G06020,down,96 h
AT3G10113,down,96 h
AT1G32010,down,96 h
AT1G36100,down,96 h
AT3G30230,down,96 h
AT3G42060,down,96 h
AT4G03620,down,96 h
AT2G15420,down,96 h
AT1G19040,down,96 h
AT3G04410,down,96 h
AT5G07050,down,96 h
AT3G07250,down,96 h
AT3G55540,down,96 h
AT2G06904,down,96 h
AT4G06479,down,96 h
AT4G06526,down,96 h
AT1G52950,down,96 h
AT1G21320,down,96 h
AT5G49920,down,96 h
AT3G12900,down,96 h
AT4G35820,down,96 h
AT1G23810,down,96 h
AT1G24220,down,96 h
AT1G27220,down,96 h
AT1G27240,down,96 h
AT1G27250,down,96 h
AT1G27260,down,96 h
AT1G27270,down,96 h
AT5G15040,down,96 h
AT5G35610,down,96 h
AT5G47340,down,96 h
AT5G63740,down,96 h
AT4G33355,down,96 h
AT2G24810,down,96 h
AT1G17150,down,96 h
AT4G32370,down,96 h
AT5G27530,down,96 h
AT1G28000,down,96 h
AT1G28020,down,96 h
AT1G47940,down,96 h
AT1G63070,down,96 h
AT1G64310,down,96 h
AT5G28420,down,96 h
AT5G05050,down,96 h
AT4G24300,down,96 h
AT1G22080,down,96 h
AT1G24110,down,96 h
AT3G42570,down,96 h
AT2G03250,down,96 h
AT1G51040,down,96 h
AT3G60420,down,96 h
AT4G29460,down,96 h
AT3G58330,down,96 h
AT3G58280,down,96 h
AT3G03510,down,96 h
AT1G02550,down,96 h
AT1G48010,down,96 h
AT1G54620,down,96 h
AT1G55770,down,96 h
AT3G55680,down,96 h
AT3G62180,down,96 h
AT5G46980,down,96 h
AT5G46990,down,96 h
AT5G50050,down,96 h
AT2G10970,down,96 h
AT2G15345,down,96 h
AT3G27980,down,96 h
AT1G50340,down,96 h
AT1G56100,down,96 h
AT3G17140,down,96 h
AT4G30380,down,96 h
AT1G51230,down,96 h
AT1G51250,down,96 h
AT1G09245,down,96 h
AT1G26797,down,96 h
AT1G58242,down,96 h
AT3G30200,down,96 h
AT1G40087,down,96 h
AT3G17675,down,96 h
AT2G15770,down,96 h
AT1G29140,down,96 h
AT3G07830,down,96 h
AT3G07850,down,96 h
AT2G15470,down,96 h
AT1G14940,down,96 h
AT1G14950,down,96 h
AT5G42905,down,96 h
AT4G13885,down,96 h
AT5G25300,down,96 h
AT1G68270,down,96 h
AT1G11560,down,96 h
AT1G11590,down,96 h
AT2G40990,down,96 h
AT5G10100,down,96 h
AT1G31250,down,96 h
AT5G43770,down,96 h
AT3G11825,down,96 h
AT3G59455,down,96 h
AT5G44265,down,96 h
AT1G35630,down,96 h
AT2G22040,down,96 h
AT1G29490,down,96 h
AT5G28620,down,96 h
AT3G06630,down,96 h
AT3G20530,down,96 h
AT3G43950,down,96 h
AT3G45920,down,96 h
AT5G12090,down,96 h
AT5G27790,down,96 h
AT5G60090,down,96 h
AT5G26150,down,96 h
AT1G16760,down,96 h
AT3G46160,down,96 h
AT2G18530,down,96 h
AT1G17545,down,96 h
AT2G21920,down,96 h
AT3G32920,down,96 h
AT2G13720,down,96 h
AT5G37910,down,96 h
AT3G23680,down,96 h
AT2G04920,down,96 h
AT1G32660,down,96 h
AT1G33010,down,96 h
AT1G47390,down,96 h
AT1G47730,down,96 h
AT1G47800,down,96 h
AT1G50870,down,96 h
AT1G57690,down,96 h
AT1G67390,down,96 h
AT1G67450,down,96 h
AT1G67623,down,96 h
AT1G70960,down,96 h
AT1G76830,down,96 h
AT3G17490,down,96 h
AT3G17560,down,96 h
AT3G17620,down,96 h
AT3G21120,down,96 h
AT3G22710,down,96 h
AT3G24580,down,96 h
AT3G25460,down,96 h
AT3G44060,down,96 h
AT3G44130,down,96 h
AT3G49980,down,96 h
AT3G58910,down,96 h
AT4G09190,down,96 h
AT4G10740,down,96 h
AT4G17200,down,96 h
AT4G21240,down,96 h
AT4G22030,down,96 h
AT4G22165,down,96 h
AT4G22170,down,96 h
AT4G22180,down,96 h
AT4G29970,down,96 h
AT5G15670,down,96 h
AT5G36200,down,96 h
AT5G37040,down,96 h
AT5G38390,down,96 h
AT5G39470,down,96 h
AT5G40050,down,96 h
AT5G41500,down,96 h
AT5G42430,down,96 h
AT5G44970,down,96 h
AT5G47300,down,96 h
AT5G51000,down,96 h
AT5G52610,down,96 h
AT5G62060,down,96 h
AT2G02030,down,96 h
AT2G16220,down,96 h
AT2G16290,down,96 h
AT2G26160,down,96 h
AT2G33190,down,96 h
AT1G20795,down,96 h
AT3G17265,down,96 h
AT1G22000,down,96 h
AT1G66300,down,96 h
AT4G26350,down,96 h
AT5G25850,down,96 h
AT5G62970,down,96 h
AT4G00315,down,96 h
AT3G42770,down,96 h
AT3G59160,down,96 h
AT3G59170,down,96 h
AT3G59240,down,96 h
AT4G13960,down,96 h
AT1G11620,down,96 h
AT1G12170,down,96 h
AT1G62270,down,96 h
AT3G17540,down,96 h
AT3G17570,down,96 h
AT3G19410,down,96 h
AT3G22730,down,96 h
AT3G22870,down,96 h
AT3G47150,down,96 h
AT4G11750,down,96 h
AT4G11770,down,96 h
AT4G12810,down,96 h
AT4G12820,down,96 h
AT4G22430,down,96 h
AT4G35120,down,96 h
AT4G39756,down,96 h
AT4G39760,down,96 h
AT5G28160,down,96 h
AT5G38680,down,96 h
AT2G29780,down,96 h
AT2G41360,down,96 h
AT1G05080,down,96 h
AT1G61330,down,96 h
AT5G56410,down,96 h
AT5G56690,down,96 h
AT5G56820,down,96 h
AT1G70110,down,96 h
AT1G70870,down,96 h
AT5G57750,down,96 h
AT5G53040,down,96 h
AT3G56920,down,96 h
AT3G12000,down,96 h
AT3G45990,down,96 h
AT2G13150,down,96 h
AT5G25430,down,96 h
AT2G37910,down,96 h
AT1G03050,down,96 h
AT3G29040,down,96 h
AT1G32710,down,96 h
AT3G51210,down,96 h
AT5G56369,down,96 h
AT5G66890,down,96 h
AT3G13280,down,96 h
AT5G35640,down,96 h
AT5G67010,down,96 h
AT3G04150,down,96 h
AT1G29870,down,96 h
AT2G10550,down,96 h
AT5G11400,down,96 h
AT5G50040,down,96 h
AT1G27640,down,96 h
AT2G14440,down,96 h
AT3G15870,down,96 h
AT5G55320,down,96 h
AT3G53070,down,96 h
AT4G10440,down,96 h
AT3G51070,down,96 h
AT5G37610,down,96 h
AT3G45690,down,96 h
AT1G50050,down,96 h
AT3G09590,down,96 h
AT5G15110,down,96 h
AT3G24130,down,96 h
AT5G07410,down,96 h
AT5G07420,down,96 h
AT5G18990,down,96 h
AT5G61680,down,96 h
AT4G15980,down,96 h
AT3G17550,down,96 h
AT4G11730,down,96 h
AT3G18810,down,96 h
AT1G76370,down,96 h
AT3G50720,down,96 h
AT3G50730,down,96 h
AT2G16620,down,96 h
AT4G08260,down,96 h
AT2G41920,down,96 h
AT2G30730,down,96 h
AT2G40580,down,96 h
AT1G72760,down,96 h
AT1G01450,down,96 h
AT5G55855,down,96 h
AT4G20200,down,96 h
AT4G04402,down,96 h
AT2G07440,down,96 h
AT1G56030,down,96 h
AT1G56040,down,96 h
AT1G22720,down,96 h
AT4G14225,down,96 h
AT1G29570,down,96 h
AT3G22030,down,96 h
AT4G11890,down,96 h
AT3G23270,down,96 h
AT2G01240,down,96 h
AT3G44570,down,96 h
AT2G14000,down,96 h
AT2G17850,down,96 h
AT3G25270,down,96 h
AT5G51610,down,96 h
AT1G33850,down,96 h
AT5G63300,down,96 h
AT4G36100,down,96 h
AT3G54925,down,96 h
AT3G26870,down,96 h
AT3G26880,down,96 h
AT3G57840,down,96 h
AT5G06030,down,96 h
AT5G11830,down,96 h
AT5G38440,down,96 h
AT2G06090,down,96 h
AT2G24880,down,96 h
AT4G16195,down,96 h
AT1G11765,down,96 h
AT1G04645,down,96 h
AT1G26798,down,96 h
AT5G06040,down,96 h
AT5G44630,down,96 h
AT4G03156,down,96 h
AT3G22040,down,96 h
AT3G46850,down,96 h
AT5G59110,down,96 h
AT4G21260,down,96 h
AT4G26280,down,96 h
AT3G44180,down,96 h
AT5G10880,down,96 h
AT2G37140,down,96 h
AT1G58450,down,96 h
AT5G44330,down,96 h
AT2G33090,down,96 h
AT2G33300,down,96 h
AT5G27310,down,96 h
AT2G27780,down,96 h
AT4G38070,down,96 h
AT1G30670,down,96 h
AT1G12540,down,96 h
AT4G20810,down,96 h
AT4G21010,down,96 h
AT4G31690,down,96 h
AT3G16040,down,96 h
AT3G02270,down,96 h
AT1G65990,down,96 h
AT1G65140,down,96 h
AT1G65170,down,96 h
AT2G27650,down,96 h
AT4G05240,down,96 h
AT4G05250,down,96 h
AT4G05260,down,96 h
AT4G05270,down,96 h
AT5G09340,down,96 h
AT5G11080,down,96 h
AT2G32360,down,96 h
AT5G06890,down,96 h
AT5G25340,down,96 h
AT1G31370,down,96 h
AT3G58230,down,96 h
AT3G58320,down,96 h
AT4G22420,down,96 h
AT2G05430,down,96 h
AT1G23590,down,96 h
AT1G48953,down,96 h
AT1G61353,down,96 h
AT2G11851,down,96 h
AT2G20170,down,96 h
AT2G43255,down,96 h
AT3G27415,down,96 h
AT3G60000,down,96 h
AT4G10970,down,96 h
AT4G11911,down,96 h
AT4G18692,down,96 h
AT4G28775,down,96 h
AT5G36100,down,96 h
AT4G01335,down,96 h
AT4G17590,down,96 h
AT1G12672,down,96 h
AT2G02498,down,96 h
AT2G20970,down,96 h
AT1G11230,down,96 h
AT1G36922,down,96 h
AT5G22970,down,96 h
AT1G04470,down,96 h
AT1G05510,down,96 h
AT1G07190,down,96 h
AT1G07680,down,96 h
AT1G10100,down,96 h
AT1G10250,down,96 h
AT1G16950,down,96 h
AT1G19500,down,96 h
AT1G20400,down,96 h
AT1G21950,down,96 h
AT1G22010,down,96 h
AT1G23270,down,96 h
AT1G23520,down,96 h
AT1G23580,down,96 h
AT1G23600,down,96 h
AT1G23680,down,96 h
AT1G23690,down,96 h
AT1G24060,down,96 h
AT1G24390,down,96 h
AT1G24822,down,96 h
AT1G25300,down,96 h
AT1G25988,down,96 h
AT1G28500,down,96 h
AT1G29480,down,96 h
AT1G29580,down,96 h
AT1G30020,down,96 h
AT1G31270,down,96 h
AT1G31520,down,96 h
AT1G31620,down,96 h
AT1G31960,down,96 h
AT1G32650,down,96 h
AT1G33820,down,96 h
AT1G35400,down,96 h
AT1G35614,down,96 h
AT1G35820,down,96 h
AT1G35900,down,96 h
AT1G36230,down,96 h
AT1G36580,down,96 h
AT1G37010,down,96 h
AT1G38950,down,96 h
AT1G43320,down,96 h
AT1G43630,down,96 h
AT1G43680,down,96 h
AT1G43970,down,96 h
AT1G44010,down,96 h
AT1G44674,down,96 h
AT1G47470,down,96 h
AT1G47813,down,96 h
AT1G48095,down,96 h
AT1G49260,down,96 h
AT1G49290,down,96 h
AT1G49800,down,96 h
AT1G50530,down,96 h
AT1G53640,down,96 h
AT1G54420,down,96 h
AT1G54700,down,96 h
AT1G54880,down,96 h
AT1G57906,down,96 h
AT1G59535,down,96 h
AT1G62070,down,96 h
AT1G62210,down,96 h
AT1G62920,down,96 h
AT1G64340,down,96 h
AT1G65740,down,96 h
AT1G67540,down,96 h
AT1G68250,down,96 h
AT1G68875,down,96 h
AT1G69090,down,96 h
AT1G69470,down,96 h
AT1G70040,down,96 h
AT1G70120,down,96 h
AT1G71470,down,96 h
AT1G72080,down,96 h
AT1G72580,down,96 h
AT1G74220,down,96 h
AT1G76840,down,96 h
AT1G76910,down,96 h
AT1G77910,down,96 h
AT1G78470,down,96 h
AT3G01250,down,96 h
AT3G03370,down,96 h
AT3G04990,down,96 h
AT3G05080,down,96 h
AT3G06090,down,96 h
AT3G07710,down,96 h
AT3G09140,down,96 h
AT3G11060,down,96 h
AT3G11310,down,96 h
AT3G12840,down,96 h
AT3G13370,down,96 h
AT3G15860,down,96 h
AT3G15910,down,96 h
AT3G23040,down,96 h
AT3G23850,down,96 h
AT3G24260,down,96 h
AT3G24690,down,96 h
AT3G24850,down,96 h
AT3G25200,down,96 h
AT3G26390,down,96 h
AT3G27800,down,96 h
AT3G28020,down,96 h
AT3G28120,down,96 h
AT3G28260,down,96 h
AT3G28280,down,96 h
AT3G28630,down,96 h
AT3G28790,down,96 h
AT3G28830,down,96 h
AT3G28870,down,96 h
AT3G28980,down,96 h
AT3G28990,down,96 h
AT3G29080,down,96 h
AT3G29570,down,96 h
AT3G29791,down,96 h
AT3G30220,down,96 h
AT3G30320,down,96 h
AT3G30520,down,96 h
AT3G30845,down,96 h
AT3G31350,down,96 h
AT3G31400,down,96 h
AT3G31910,down,96 h
AT3G32050,down,96 h
AT3G32100,down,96 h
AT3G32120,down,96 h
AT3G32130,down,96 h
AT3G32150,down,96 h
AT3G32190,down,96 h
AT3G32200,down,96 h
AT3G32960,down,96 h
AT3G42310,down,96 h
AT3G42380,down,96 h
AT3G42870,down,96 h
AT3G42940,down,96 h
AT3G42970,down,96 h
AT3G43250,down,96 h
AT3G43260,down,96 h
AT3G43280,down,96 h
AT3G43410,down,96 h
AT3G43480,down,96 h
AT3G43500,down,96 h
AT3G43900,down,96 h
AT3G43940,down,96 h
AT3G43970,down,96 h
AT3G44230,down,96 h
AT3G44580,down,96 h
AT3G45200,down,96 h
AT3G45320,down,96 h
AT3G45910,down,96 h
AT3G46240,down,96 h
AT3G46390,down,96 h
AT3G47920,down,96 h
AT3G48220,down,96 h
AT3G48230,down,96 h
AT3G49305,down,96 h
AT3G49610,down,96 h
AT3G50250,down,96 h
AT3G51020,down,96 h
AT3G52700,down,96 h
AT3G52830,down,96 h
AT3G55570,down,96 h
AT3G56180,down,96 h
AT3G56390,down,96 h
AT3G56610,down,96 h
AT3G57850,down,96 h
AT3G57900,down,96 h
AT3G58310,down,96 h
AT3G59460,down,96 h
AT3G60560,down,96 h
AT3G61500,down,96 h
AT3G62350,down,96 h
AT3G63020,down,96 h
AT4G01170,down,96 h
AT4G02000,down,96 h
AT4G02870,down,96 h
AT4G02910,down,96 h
AT4G03040,down,96 h
AT4G03160,down,96 h
AT4G03380,down,96 h
AT4G03580,down,96 h
AT4G03740,down,96 h
AT4G04730,down,96 h
AT4G04980,down,96 h
AT4G08740,down,96 h
AT4G08760,down,96 h
AT4G09440,down,96 h
AT4G09660,down,96 h
AT4G09850,down,96 h
AT4G09860,down,96 h
AT4G10210,down,96 h
AT4G10220,down,96 h
AT4G10870,down,96 h
AT4G10880,down,96 h
AT4G11020,down,96 h
AT4G11300,down,96 h
AT4G12220,down,96 h
AT4G13263,down,96 h
AT4G14530,down,96 h
AT4G15050,down,96 h
AT4G15060,down,96 h
AT4G15096,down,96 h
AT4G16090,down,96 h
AT4G17700,down,96 h
AT4G17850,down,96 h
AT4G17930,down,96 h
AT4G18000,down,96 h
AT4G18080,down,96 h
AT4G18090,down,96 h
AT4G18500,down,96 h
AT4G18540,down,96 h
AT4G18920,down,96 h
AT4G19095,down,96 h
AT4G19240,down,96 h
AT4G19620,down,96 h
AT4G20290,down,96 h
AT4G21950,down,96 h
AT4G23080,down,96 h
AT4G23350,down,96 h
AT4G23360,down,96 h
AT4G23370,down,96 h
AT4G23390,down,96 h
AT4G23970,down,96 h
AT4G24030,down,96 h
AT4G25510,down,96 h
AT4G26040,down,96 h
AT4G28920,down,96 h
AT4G34690,down,96 h
AT4G35210,down,96 h
AT4G35680,down,96 h
AT4G36170,down,96 h
AT4G36370,down,96 h
AT4G36510,down,96 h
AT5G01130,down,96 h
AT5G01140,down,96 h
AT5G02660,down,96 h
AT5G03920,down,96 h
AT5G03930,down,96 h
AT5G04030,down,96 h
AT5G05030,down,96 h
AT5G07490,down,96 h
AT5G09940,down,96 h
AT5G10590,down,96 h
AT5G11220,down,96 h
AT5G11660,down,96 h
AT5G12460,down,96 h
AT5G14990,down,96 h
AT5G15420,down,96 h
AT5G17180,down,96 h
AT5G19710,down,96 h
AT5G20100,down,96 h
AT5G21110,down,96 h
AT5G22680,down,96 h
AT5G23180,down,96 h
AT5G24790,down,96 h
AT5G25000,down,96 h
AT5G25200,down,96 h
AT5G25600,down,96 h
AT5G25950,down,96 h
AT5G25990,down,96 h
AT5G26100,down,96 h
AT5G26890,down,96 h
AT5G26970,down,96 h
AT5G27340,down,96 h
AT5G28190,down,96 h
AT5G28410,down,96 h
AT5G28550,down,96 h
AT5G28690,down,96 h
AT5G28730,down,96 h
AT5G28800,down,96 h
AT5G28950,down,96 h
AT5G29070,down,96 h
AT5G35230,down,96 h
AT5G35510,down,96 h
AT5G36080,down,96 h
AT5G36980,down,96 h
AT5G37320,down,96 h
AT5G37430,down,96 h
AT5G37520,down,96 h
AT5G37650,down,96 h
AT5G37920,down,96 h
AT5G38190,down,96 h
AT5G38370,down,96 h
AT5G38400,down,96 h
AT5G38490,down,96 h
AT5G38500,down,96 h
AT5G39010,down,96 h
AT5G39200,down,96 h
AT5G39430,down,96 h
AT5G39870,down,96 h
AT5G39880,down,96 h
AT5G39920,down,96 h
AT5G41530,down,96 h
AT5G41630,down,96 h
AT5G46300,down,96 h
AT5G46380,down,96 h
AT5G48210,down,96 h
AT5G48860,down,96 h
AT5G50500,down,96 h
AT5G50830,down,96 h
AT5G50880,down,96 h
AT5G50910,down,96 h
AT5G51090,down,96 h
AT5G51650,down,96 h
AT5G52130,down,96 h
AT5G52975,down,96 h
AT5G53670,down,96 h
AT5G53690,down,96 h
AT5G53740,down,96 h
AT5G53790,down,96 h
AT5G54320,down,96 h
AT5G54330,down,96 h
AT5G54410,down,96 h
AT5G54480,down,96 h
AT5G54560,down,96 h
AT5G55010,down,96 h
AT5G55870,down,96 h
AT5G56070,down,96 h
AT5G56770,down,96 h
AT5G58880,down,96 h
AT5G60000,down,96 h
AT5G61605,down,96 h
AT5G61720,down,96 h
AT5G62400,down,96 h
AT5G66340,down,96 h
AT5G67040,down,96 h
AT2G02440,down,96 h
AT2G02490,down,96 h
AT2G04220,down,96 h
AT2G04370,down,96 h
AT2G04675,down,96 h
AT2G04830,down,96 h
AT2G05360,down,96 h
AT2G05370,down,96 h
AT2G05500,down,96 h
AT2G07280,down,96 h
AT2G09970,down,96 h
AT2G10020,down,96 h
AT2G10340,down,96 h
AT2G12290,down,96 h
AT2G13500,down,96 h
AT2G13510,down,96 h
AT2G14390,down,96 h
AT2G14810,down,96 h
AT2G15360,down,96 h
AT2G16020,down,96 h
AT2G16190,down,96 h
AT2G16520,down,96 h
AT2G17960,down,96 h
AT2G18200,down,96 h
AT2G18610,down,96 h
