AGI,dir,tp
AT5G34870,down,10 min
AT2G07760,down,10 min
AT5G32613,down,10 min
AT4G05553,down,10 min
AT3G59845,down,10 min
AT2G17785,down,10 min
AT5G02550,down,1 h
AT1G72520,down,1 h
AT3G28670,down,1 h
AT5G08505,down,1 h
AT3G50320,down,1 h
AT1G28030,down,1 h
AT2G44800,down,1 h
AT1G48980,down,1 h
AT2G06960,down,1 h
AT5G38120,down,1 h
AT5G09490,down,1 h
AT2G39590,down,1 h
AT3G28520,down,1 h
AT5G17740,down,1 h
AT5G17750,down,1 h
AT3G28415,down,1 h
AT4G27420,down,1 h
AT5G25320,down,1 h
AT1G20600,down,1 h
AT4G03170,down,1 h
AT5G57720,down,1 h
AT1G50680,down,1 h
AT1G51120,down,1 h
AT3G42723,down,1 h
AT1G49250,down,1 h
AT3G31900,down,1 h
AT3G32280,down,1 h
AT5G07650,down,1 h
AT3G32400,down,1 h
AT5G20310,down,1 h
AT3G11680,down,1 h
AT1G50760,down,1 h
AT1G50770,down,1 h
AT5G35810,down,1 h
AT5G04730,down,1 h
AT4G09930,down,1 h
AT1G60250,down,1 h
AT4G10240,down,1 h
AT5G09780,down,1 h
AT1G10455,down,1 h
AT4G17580,down,1 h
AT3G29740,down,1 h
AT4G04090,down,1 h
AT2G40440,down,1 h
AT2G21235,down,1 h
AT5G35760,down,1 h
AT5G49250,down,1 h
AT5G09370,down,1 h
AT5G38180,down,1 h
AT5G03360,down,1 h
AT5G05120,down,1 h
AT5G27880,down,1 h
AT4G04404,down,1 h
AT3G01030,down,1 h
AT5G22990,down,1 h
AT5G15480,down,1 h
AT3G45560,down,1 h
AT4G12210,down,1 h
AT2G44330,down,1 h
AT5G50640,down,1 h
AT1G58390,down,1 h
AT1G63350,down,1 h
AT2G12880,down,1 h
AT2G15180,down,1 h
AT2G32310,down,1 h
AT1G04500,down,1 h
AT1G05290,down,1 h
AT2G33350,down,1 h
AT3G10116,down,1 h
AT2G01800,down,1 h
AT1G30060,down,1 h
AT4G00580,down,1 h
AT4G00920,down,1 h
AT2G34890,down,1 h
AT3G61720,down,1 h
AT2G21010,down,1 h
AT1G23250,down,1 h
AT3G26140,down,1 h
AT1G09260,down,1 h
AT1G68420,down,1 h
AT1G07460,down,1 h
AT2G15780,down,1 h
AT1G44478,down,1 h
AT5G56920,down,1 h
AT2G37435,down,1 h
AT2G39320,down,1 h
AT5G26130,down,1 h
AT3G25850,down,1 h
AT5G16430,down,1 h
AT2G21810,down,1 h
AT2G37810,down,1 h
AT3G05300,down,1 h
AT1G32720,down,1 h
AT5G51900,down,1 h
AT5G48750,down,1 h
AT1G32300,down,1 h
AT3G53080,down,1 h
AT3G52350,down,1 h
AT3G16680,down,1 h
AT1G64800,down,1 h
AT4G21895,down,1 h
AT1G36095,down,1 h
AT2G05635,down,1 h
AT3G32330,down,1 h
AT5G28590,down,1 h
AT1G66420,down,1 h
AT4G00232,down,1 h
AT4G01260,down,1 h
AT2G01370,down,1 h
AT2G20613,down,1 h
AT1G61700,down,1 h
AT5G51795,down,1 h
AT4G19580,down,1 h
AT1G31530,down,1 h
AT1G40390,down,1 h
AT1G49015,down,1 h
AT4G35280,down,1 h
AT1G17615,down,1 h
AT4G21050,down,1 h
AT4G21040,down,1 h
AT1G54070,down,1 h
AT4G18870,down,1 h
AT1G66630,down,1 h
AT5G37870,down,1 h
AT5G37900,down,1 h
AT3G27425,down,1 h
AT5G65370,down,1 h
AT3G23350,down,1 h
AT3G57960,down,1 h
AT3G57970,down,1 h
AT3G11870,down,1 h
AT3G26820,down,1 h
AT2G29040,down,1 h
AT5G54820,down,1 h
AT2G07140,down,1 h
AT1G20735,down,1 h
AT1G12190,down,1 h
AT1G27490,down,1 h
AT1G33020,down,1 h
AT3G16820,down,1 h
AT3G17480,down,1 h
AT3G17530,down,1 h
AT3G21170,down,1 h
AT3G22350,down,1 h
AT3G22720,down,1 h
AT3G24700,down,1 h
AT5G38810,down,1 h
AT1G67455,down,1 h
AT3G22421,down,1 h
AT1G12870,down,1 h
AT3G16880,down,1 h
AT4G04690,down,1 h
AT4G10190,down,1 h
AT1G26510,down,1 h
AT1G31510,down,1 h
AT1G32600,down,1 h
AT1G46912,down,1 h
AT1G47350,down,1 h
AT1G50470,down,1 h
AT1G59630,down,1 h
AT3G04250,down,1 h
AT3G06280,down,1 h
AT3G47130,down,1 h
AT3G47140,down,1 h
AT3G49440,down,1 h
AT3G52510,down,1 h
AT4G01640,down,1 h
AT4G13060,down,1 h
AT5G43550,down,1 h
AT5G62830,down,1 h
AT2G13630,down,1 h
AT5G44345,down,1 h
AT1G31163,down,1 h
AT1G53360,down,1 h
AT3G03405,down,1 h
AT1G11810,down,1 h
AT3G25090,down,1 h
AT2G02660,down,1 h
AT3G23685,down,1 h
AT1G30790,down,1 h
AT1G30930,down,1 h
AT3G18150,down,1 h
AT3G28410,down,1 h
AT3G29830,down,1 h
AT3G49040,down,1 h
AT5G38570,down,1 h
AT1G20800,down,1 h
AT1G27550,down,1 h
AT1G31080,down,1 h
AT1G36030,down,1 h
AT1G53550,down,1 h
AT3G30430,down,1 h
AT1G54640,down,1 h
AT2G16810,down,1 h
AT1G20360,down,1 h
AT1G46984,down,1 h
AT1G47300,down,1 h
AT1G47810,down,1 h
AT1G52490,down,1 h
AT1G53370,down,1 h
AT1G54550,down,1 h
AT1G56400,down,1 h
AT1G57580,down,1 h
AT1G60400,down,1 h
AT1G61060,down,1 h
AT1G66490,down,1 h
AT3G17400,down,1 h
AT3G19890,down,1 h
AT3G23950,down,1 h
AT3G23970,down,1 h
AT3G44080,down,1 h
AT3G44090,down,1 h
AT3G44810,down,1 h
AT3G49450,down,1 h
AT3G60790,down,1 h
AT3G62230,down,1 h
AT5G18160,down,1 h
AT5G36730,down,1 h
AT5G39460,down,1 h
AT2G05970,down,1 h
AT2G14710,down,1 h
AT2G15640,down,1 h
AT2G16300,down,1 h
AT2G19630,down,1 h
AT2G20380,down,1 h
AT2G26850,down,1 h
AT2G33200,down,1 h
AT2G34280,down,1 h
AT2G38590,down,1 h
AT2G42730,down,1 h
AT2G16365,down,1 h
AT1G59675,down,1 h
AT2G35280,down,1 h
AT2G40925,down,1 h
AT2G33705,down,1 h
AT1G53815,down,1 h
AT5G22670,down,1 h
AT5G56570,down,1 h
AT1G48400,down,1 h
AT5G44960,down,1 h
AT3G13680,down,1 h
AT3G59610,down,1 h
AT4G19930,down,1 h
AT4G23580,down,1 h
AT4G33290,down,1 h
AT4G33900,down,1 h
AT4G39753,down,1 h
AT5G38670,down,1 h
AT5G39560,down,1 h
AT5G51250,down,1 h
AT2G22030,down,1 h
AT2G29600,down,1 h
AT1G11770,down,1 h
AT1G30710,down,1 h
AT1G30740,down,1 h
AT1G34575,down,1 h
AT4G20800,down,1 h
AT1G19410,down,1 h
AT5G11370,down,1 h
AT5G44850,down,1 h
AT5G56325,down,1 h
AT1G26890,down,1 h
AT5G56560,down,1 h
AT5G56400,down,1 h
AT1G66310,down,1 h
AT3G49020,down,1 h
AT5G56430,down,1 h
AT5G56440,down,1 h
AT5G56452,down,1 h
AT5G38580,down,1 h
AT2G33796,down,1 h
AT5G26730,down,1 h
AT5G45180,down,1 h
AT1G75530,down,1 h
AT1G06500,down,1 h
AT1G61440,down,1 h
AT1G42190,down,1 h
AT4G16220,down,1 h
AT5G03590,down,1 h
AT5G03810,down,1 h
AT5G03820,down,1 h
AT5G03980,down,1 h
AT5G42170,down,1 h
AT5G63170,down,1 h
AT2G19010,down,1 h
AT1G20135,down,1 h
AT1G19460,down,1 h
AT1G48190,down,1 h
AT5G28180,down,1 h
AT2G29810,down,1 h
AT2G29820,down,1 h
AT1G65210,down,1 h
AT4G12960,down,1 h
AT3G31402,down,1 h
AT1G35150,down,1 h
AT1G42710,down,1 h
AT3G29450,down,1 h
AT3G29763,down,1 h
AT3G29765,down,1 h
AT3G29638,down,1 h
AT1G27710,down,1 h
AT3G02670,down,1 h
AT4G33840,down,1 h
AT4G19800,down,1 h
AT3G46570,down,1 h
AT5G17500,down,1 h
AT4G16560,down,1 h
AT3G47170,down,1 h
AT5G07850,down,1 h
AT5G23970,down,1 h
AT1G29780,down,1 h
AT2G21420,down,1 h
AT5G18890,down,1 h
AT1G22100,down,1 h
AT1G58936,down,1 h
AT2G17160,down,1 h
AT5G59616,down,1 h
AT2G36260,down,1 h
AT1G19470,down,1 h
AT5G15060,down,1 h
AT5G38760,down,1 h
AT3G24600,down,1 h
AT4G19470,down,1 h
AT5G49750,down,1 h
AT3G46350,down,1 h
AT1G33070,down,1 h
AT5G40070,down,1 h
AT5G46320,down,1 h
AT5G55690,down,1 h
AT5G38620,down,1 h
AT5G51860,down,1 h
AT1G48150,down,1 h
AT1G72350,down,1 h
AT4G36590,down,1 h
AT1G15160,down,1 h
AT1G23300,down,1 h
AT4G00350,down,1 h
AT1G62410,down,1 h
AT4G32700,down,1 h
AT2G43730,down,1 h
AT2G43740,down,1 h
AT3G44800,down,1 h
AT5G53960,down,1 h
AT5G20430,down,1 h
AT5G20440,down,1 h
AT1G64255,down,1 h
AT2G44175,down,1 h
AT3G56520,down,1 h
AT2G47120,down,1 h
AT3G60060,down,1 h
AT4G09360,down,1 h
AT4G27190,down,1 h
AT5G28660,down,1 h
AT5G27140,down,1 h
AT2G44070,down,1 h
AT1G60240,down,1 h
AT1G60300,down,1 h
AT1G60340,down,1 h
AT3G20760,down,1 h
AT2G05642,down,1 h
AT3G45760,down,1 h
AT3G49200,down,1 h
AT5G22490,down,1 h
AT1G11990,down,1 h
AT3G23770,down,1 h
AT1G63140,down,1 h
AT1G51990,down,1 h
AT2G33845,down,1 h
AT3G28490,down,1 h
AT4G05340,down,1 h
AT1G33830,down,1 h
AT1G33870,down,1 h
AT1G65780,down,1 h
AT1G65810,down,1 h
AT3G28610,down,1 h
AT3G29800,down,1 h
AT4G08190,down,1 h
AT5G37030,down,1 h
AT5G37140,down,1 h
AT5G37150,down,1 h
AT5G52090,down,1 h
AT5G66970,down,1 h
AT2G27570,down,1 h
AT2G30630,down,1 h
AT3G51690,down,1 h
AT3G51700,down,1 h
AT5G28780,down,1 h
AT3G50808,down,1 h
AT4G40100,down,1 h
AT4G20100,down,1 h
AT3G46860,down,1 h
AT1G29080,down,1 h
AT1G11470,down,1 h
AT3G11350,down,1 h
AT5G38250,down,1 h
AT5G12000,down,1 h
AT1G21245,down,1 h
AT4G15715,down,1 h
AT5G09550,down,1 h
AT1G20750,down,1 h
AT3G06000,down,1 h
AT2G27940,down,1 h
AT1G53820,down,1 h
AT3G42830,down,1 h
AT1G18770,down,1 h
AT1G21960,down,1 h
AT1G74620,down,1 h
AT1G77830,down,1 h
AT3G13228,down,1 h
AT3G14970,down,1 h
AT4G05350,down,1 h
AT4G12140,down,1 h
AT4G18110,down,1 h
AT5G05910,down,1 h
AT5G37280,down,1 h
AT5G41430,down,1 h
AT5G52140,down,1 h
AT5G52150,down,1 h
AT5G53910,down,1 h
AT5G54990,down,1 h
AT5G67120,down,1 h
AT2G15260,down,1 h
AT2G25360,down,1 h
AT2G29840,down,1 h
AT3G45555,down,1 h
AT3G43750,down,1 h
AT3G45570,down,1 h
AT3G45580,down,1 h
AT3G14250,down,1 h
AT3G43180,down,1 h
AT2G25370,down,1 h
AT5G07225,down,1 h
AT3G52980,down,1 h
AT5G03580,down,1 h
AT5G05720,down,1 h
AT5G53680,down,1 h
AT5G53720,down,1 h
AT5G59860,down,1 h
AT2G14870,down,1 h
AT2G21690,down,1 h
AT3G48840,down,1 h
AT3G10845,down,1 h
AT4G10613,down,1 h
AT3G25720,down,1 h
AT5G52480,down,1 h
AT1G47920,down,1 h
AT1G66640,down,1 h
AT3G58890,down,1 h
AT3G59180,down,1 h
AT3G09510,down,1 h
AT2G13980,down,1 h
AT1G18790,down,1 h
AT1G74480,down,1 h
AT5G66990,down,1 h
AT5G46025,down,1 h
AT3G22020,down,1 h
AT1G51900,down,1 h
AT3G15490,down,1 h
AT1G63295,down,1 h
AT5G39770,down,1 h
AT4G20220,down,1 h
AT1G74140,down,1 h
AT1G74820,down,1 h
AT3G04200,down,1 h
AT4G10290,down,1 h
AT5G38950,down,1 h
AT5G38960,down,1 h
AT2G16030,down,1 h
AT1G66690,down,1 h
AT1G66720,down,1 h
AT3G23460,down,1 h
AT3G44840,down,1 h
AT2G24620,down,1 h
AT3G43120,down,1 h
AT2G36210,down,1 h
AT4G19340,down,1 h
AT4G19360,down,1 h
AT5G03600,down,1 h
AT4G39020,down,1 h
AT3G16600,down,1 h
AT4G26920,down,1 h
AT5G07260,down,1 h
AT1G18050,down,1 h
AT3G27600,down,1 h
AT1G20240,down,1 h
AT1G20690,down,1 h
AT5G53270,down,1 h
AT1G63280,down,1 h
AT5G44316,down,1 h
AT3G46840,down,1 h
AT4G10540,down,1 h
AT1G66220,down,1 h
AT1G32980,down,1 h
AT5G45640,down,1 h
AT5G58820,down,1 h
AT5G58830,down,1 h
AT5G39230,down,1 h
AT3G51570,down,1 h
AT4G11340,down,1 h
AT5G17970,down,1 h
AT5G45230,down,1 h
AT2G17050,down,1 h
AT1G31380,down,1 h
AT1G31390,down,1 h
AT1G69650,down,1 h
AT1G69660,down,1 h
AT3G44790,down,1 h
AT3G58240,down,1 h
AT3G58250,down,1 h
AT3G58260,down,1 h
AT3G58340,down,1 h
AT3G58360,down,1 h
AT3G58400,down,1 h
AT3G58410,down,1 h
AT2G01790,down,1 h
AT2G15710,down,1 h
AT2G42470,down,1 h
AT2G42480,down,1 h
AT3G44805,down,1 h
AT2G06541,down,1 h
AT4G20420,down,1 h
AT1G16230,down,1 h
AT4G16930,down,1 h
AT1G61105,down,1 h
AT1G47370,down,1 h
AT1G60320,down,1 h
AT2G03030,down,1 h
AT2G03300,down,1 h
AT1G09665,down,1 h
AT4G19910,down,1 h
AT1G51210,down,1 h
AT3G01010,down,1 h
AT3G02100,down,1 h
AT4G08430,down,1 h
AT5G24710,down,1 h
AT2G26490,down,1 h
AT3G32090,down,1 h
AT1G80990,down,1 h
AT2G16490,down,1 h
AT4G01180,down,1 h
AT4G01780,down,1 h
AT2G02550,down,1 h
AT5G42910,down,1 h
AT2G04750,down,1 h
AT1G68280,down,1 h
AT2G07020,down,1 h
AT5G02730,down,1 h
AT2G38150,down,1 h
AT1G47780,down,1 h
AT1G52460,down,1 h
AT3G55190,down,1 h
AT3G56540,down,1 h
AT5G22960,down,1 h
AT5G47350,down,1 h
AT2G24320,down,1 h
AT1G52695,down,1 h
AT3G54240,down,1 h
AT2G27240,down,1 h
AT5G13940,down,1 h
AT5G35830,down,1 h
AT5G50140,down,1 h
AT5G54620,down,1 h
AT5G60070,down,1 h
AT1G64830,down,1 h
AT1G69100,down,1 h
AT3G30770,down,1 h
AT3G42550,down,1 h
AT4G12920,down,1 h
AT4G30030,down,1 h
AT5G45120,down,1 h
AT4G04985,down,1 h
AT1G31450,down,1 h
AT2G28010,down,1 h
AT2G28030,down,1 h
AT2G28220,down,1 h
AT5G13350,down,1 h
AT5G13380,down,1 h
AT1G33880,down,1 h
AT2G31215,down,1 h
AT2G15170,down,1 h
AT4G32090,down,1 h
AT4G32100,down,1 h
AT4G32105,down,1 h
AT3G25810,down,1 h
AT4G10850,down,1 h
AT2G39060,down,1 h
AT1G69190,down,1 h
AT1G32280,down,1 h
AT3G57310,down,1 h
AT5G56480,down,1 h
AT1G43666,down,1 h
AT3G22580,down,1 h
AT4G14815,down,1 h
AT5G38170,down,1 h
AT5G52160,down,1 h
AT1G43667,down,1 h
AT2G14846,down,1 h
AT2G25120,down,1 h
AT1G66120,down,1 h
AT4G20080,down,1 h
AT4G15755,down,1 h
AT1G48590,down,1 h
AT1G23240,down,1 h
AT5G29560,down,1 h
AT3G54570,down,1 h
AT4G09090,down,1 h
AT2G04910,down,1 h
AT2G42930,down,1 h
AT4G16165,down,1 h
AT5G07170,down,1 h
AT5G27080,down,1 h
AT5G26900,down,1 h
AT5G66220,down,1 h
AT5G37760,down,1 h
AT4G30540,down,1 h
AT1G18130,down,1 h
AT5G27800,down,1 h
AT2G07820,down,1 h
AT1G07850,down,1 h
AT2G16200,down,1 h
AT4G12270,down,1 h
AT4G12280,down,1 h
AT5G52700,down,1 h
AT5G52720,down,1 h
AT5G52740,down,1 h
AT5G52770,down,1 h
AT1G59800,down,1 h
AT5G39370,down,1 h
AT3G57370,down,1 h
AT1G30455,down,1 h
AT1G63190,down,1 h
AT1G63200,down,1 h
AT1G63205,down,1 h
AT4G03570,down,1 h
AT4G03590,down,1 h
AT4G03565,down,1 h
AT5G17110,down,1 h
AT5G17120,down,1 h
AT1G03720,down,1 h
AT5G17080,down,1 h
AT5G17130,down,1 h
AT3G26250,down,1 h
AT5G02330,down,1 h
AT2G17740,down,1 h
AT2G43220,down,1 h
AT5G29624,down,1 h
AT1G45243,down,1 h
AT4G29600,down,1 h
AT4G29630,down,1 h
AT1G29620,down,1 h
AT2G34120,down,1 h
AT2G20465,down,1 h
AT1G61688,down,1 h
AT5G42235,down,1 h
AT1G56553,down,1 h
AT5G60553,down,1 h
AT5G04045,down,1 h
AT5G55565,down,1 h
AT3G16895,down,1 h
AT2G42885,down,1 h
AT5G54745,down,1 h
AT5G60500,down,1 h
AT4G11180,down,1 h
AT2G21110,down,1 h
AT4G16095,down,1 h
AT5G44300,down,1 h
AT1G65450,down,1 h
AT3G10595,down,1 h
AT1G35550,down,1 h
AT2G03290,down,1 h
AT3G09990,down,1 h
AT1G74290,down,1 h
AT1G71450,down,1 h
AT3G23220,down,1 h
AT5G43410,down,1 h
AT5G07310,down,1 h
AT1G49120,down,1 h
AT5G67000,down,1 h
AT5G57650,down,1 h
AT3G14040,down,1 h
AT3G45810,down,1 h
AT3G09750,down,1 h
AT4G38310,down,1 h
AT5G39110,down,1 h
AT3G04170,down,1 h
AT3G04190,down,1 h
AT2G30810,down,1 h
AT2G39540,down,1 h
AT3G11920,down,1 h
AT1G71340,down,1 h
AT1G44085,down,1 h
AT2G04063,down,1 h
AT3G29033,down,1 h
AT2G46190,down,1 h
AT4G13760,down,1 h
AT5G44840,down,1 h
AT3G42155,down,1 h
AT1G77780,down,1 h
AT3G55780,down,1 h
AT3G62710,down,1 h
AT4G19730,down,1 h
AT5G16700,down,1 h
AT5G20560,down,1 h
AT2G39640,down,1 h
AT3G18180,down,1 h
AT3G57620,down,1 h
AT2G06500,down,1 h
AT5G31412,down,1 h
AT5G33406,down,1 h
AT3G13010,down,1 h
AT1G20320,down,1 h
AT5G37860,down,1 h
AT4G23882,down,1 h
AT1G57780,down,1 h
AT2G28090,down,1 h
AT5G14900,down,1 h
AT5G13130,down,1 h
AT1G77660,down,1 h
AT1G01150,down,1 h
AT1G43330,down,1 h
AT3G19070,down,1 h
AT4G04580,down,1 h
AT3G10585,down,1 h
AT5G23650,down,1 h
AT1G56530,down,1 h
AT5G26070,down,1 h
AT5G34581,down,1 h
AT4G39745,down,1 h
AT1G63540,down,1 h
AT4G23110,down,1 h
AT3G17230,down,1 h
AT3G59590,down,1 h
AT5G49860,down,1 h
AT4G19260,down,1 h
AT4G11745,down,1 h
AT5G10500,down,1 h
AT5G41310,down,1 h
AT1G72290,down,1 h
AT2G03740,down,1 h
AT2G35460,down,1 h
AT4G28380,down,1 h
AT2G14510,down,1 h
AT5G39390,down,1 h
AT3G42880,down,1 h
AT3G46420,down,1 h
AT1G53420,down,1 h
AT2G19230,down,1 h
AT3G52690,down,1 h
AT5G24180,down,1 h
AT5G24220,down,1 h
AT3G61290,down,1 h
AT4G11030,down,1 h
AT4G38120,down,1 h
AT3G28450,down,1 h
AT2G18590,down,1 h
AT5G46000,down,1 h
AT2G16225,down,1 h
AT1G45403,down,1 h
AT1G65050,down,1 h
AT4G16045,down,1 h
AT3G58290,down,1 h
AT2G42000,down,1 h
AT2G39790,down,1 h
AT5G14290,down,1 h
AT1G07025,down,1 h
AT5G47290,down,1 h
AT2G06020,down,1 h
AT3G10113,down,1 h
AT1G32010,down,1 h
AT1G36100,down,1 h
AT3G30230,down,1 h
AT3G42060,down,1 h
AT4G03620,down,1 h
AT5G32590,down,1 h
AT1G19040,down,1 h
AT3G04410,down,1 h
AT5G07050,down,1 h
AT1G25270,down,1 h
AT2G06904,down,1 h
AT4G06479,down,1 h
AT4G06526,down,1 h
AT1G36510,down,1 h
AT3G32260,down,1 h
AT1G52950,down,1 h
AT1G21320,down,1 h
AT1G52790,down,1 h
AT3G47190,down,1 h
AT4G10490,down,1 h
AT4G35820,down,1 h
AT1G24230,down,1 h
AT1G24250,down,1 h
AT1G23810,down,1 h
AT1G24200,down,1 h
AT1G24220,down,1 h
AT1G27220,down,1 h
AT1G27250,down,1 h
AT1G27260,down,1 h
AT1G27270,down,1 h
AT1G27280,down,1 h
AT5G15040,down,1 h
AT5G35610,down,1 h
AT5G47340,down,1 h
AT1G60410,down,1 h
AT5G63740,down,1 h
AT4G33355,down,1 h
AT5G09280,down,1 h
AT1G17150,down,1 h
AT2G23900,down,1 h
AT1G43080,down,1 h
AT1G78400,down,1 h
AT4G35670,down,1 h
AT5G27530,down,1 h
AT5G39910,down,1 h
AT2G31430,down,1 h
AT2G01360,down,1 h
AT1G23450,down,1 h
AT1G28000,down,1 h
AT1G28020,down,1 h
AT1G43010,down,1 h
AT1G47940,down,1 h
AT1G63070,down,1 h
AT1G64310,down,1 h
AT3G11380,down,1 h
AT2G17210,down,1 h
AT5G28420,down,1 h
AT1G22080,down,1 h
AT3G44780,down,1 h
AT3G50990,down,1 h
AT1G24110,down,1 h
AT3G42570,down,1 h
AT5G58400,down,1 h
AT2G03250,down,1 h
AT1G27570,down,1 h
AT1G51040,down,1 h
AT3G60420,down,1 h
AT4G29460,down,1 h
AT1G13680,down,1 h
AT3G58330,down,1 h
AT3G58280,down,1 h
AT3G03510,down,1 h
AT1G48010,down,1 h
AT1G54620,down,1 h
AT1G55770,down,1 h
AT3G55680,down,1 h
AT3G62180,down,1 h
AT5G46970,down,1 h
AT5G46980,down,1 h
AT5G46990,down,1 h
AT5G50050,down,1 h
AT5G50070,down,1 h
AT2G10970,down,1 h
AT2G15345,down,1 h
AT3G17225,down,1 h
AT1G11362,down,1 h
AT1G50340,down,1 h
AT1G56100,down,1 h
AT3G17140,down,1 h
AT1G51230,down,1 h
AT1G51250,down,1 h
AT3G16970,down,1 h
AT1G09245,down,1 h
AT1G26797,down,1 h
AT1G58242,down,1 h
AT3G30200,down,1 h
AT1G40087,down,1 h
AT2G15770,down,1 h
AT3G07830,down,1 h
AT2G15470,down,1 h
AT1G14940,down,1 h
AT3G12430,down,1 h
AT5G33330,down,1 h
AT5G42905,down,1 h
AT1G68270,down,1 h
AT1G11560,down,1 h
AT5G20690,down,1 h
AT1G11590,down,1 h
AT2G26620,down,1 h
AT2G40990,down,1 h
AT1G22210,down,1 h
AT1G31250,down,1 h
AT5G26080,down,1 h
AT4G34440,down,1 h
AT3G59455,down,1 h
AT5G44265,down,1 h
AT4G07670,down,1 h
AT4G27890,down,1 h
AT2G17180,down,1 h
AT2G22040,down,1 h
AT1G59690,down,1 h
AT5G28620,down,1 h
AT3G06630,down,1 h
AT3G45670,down,1 h
AT3G45920,down,1 h
AT3G52530,down,1 h
AT3G53640,down,1 h
AT5G12090,down,1 h
AT5G27510,down,1 h
AT5G27790,down,1 h
AT5G60080,down,1 h
AT5G60090,down,1 h
AT5G26150,down,1 h
AT1G16760,down,1 h
AT3G01085,down,1 h
AT2G17170,down,1 h
AT2G18530,down,1 h
AT3G03930,down,1 h
AT3G45790,down,1 h
AT3G43630,down,1 h
AT1G17545,down,1 h
AT2G21920,down,1 h
AT3G32920,down,1 h
AT2G13720,down,1 h
AT5G37910,down,1 h
AT3G23680,down,1 h
AT2G04920,down,1 h
AT1G32420,down,1 h
AT1G32660,down,1 h
AT1G33010,down,1 h
AT1G47390,down,1 h
AT1G47800,down,1 h
AT1G50870,down,1 h
AT1G50880,down,1 h
AT1G55070,down,1 h
AT1G57690,down,1 h
AT1G60370,down,1 h
AT1G67160,down,1 h
AT1G67450,down,1 h
AT1G67623,down,1 h
AT1G70960,down,1 h
AT1G76830,down,1 h
AT3G03730,down,1 h
AT3G10240,down,1 h
AT3G17270,down,1 h
AT3G17490,down,1 h
AT3G17620,down,1 h
AT3G18340,down,1 h
AT3G20030,down,1 h
AT3G21120,down,1 h
AT3G22710,down,1 h
AT3G22940,down,1 h
AT3G23960,down,1 h
AT3G24580,down,1 h
AT3G44060,down,1 h
AT3G44130,down,1 h
AT3G47020,down,1 h
AT3G49980,down,1 h
AT4G09190,down,1 h
AT4G09870,down,1 h
AT4G10740,down,1 h
AT4G17200,down,1 h
AT4G17565,down,1 h
AT4G21240,down,1 h
AT4G22030,down,1 h
AT4G22165,down,1 h
AT4G22170,down,1 h
AT4G22180,down,1 h
AT4G29970,down,1 h
AT4G38870,down,1 h
AT5G15660,down,1 h
AT5G15670,down,1 h
AT5G36200,down,1 h
AT5G38390,down,1 h
AT5G39470,down,1 h
AT5G40050,down,1 h
AT5G41500,down,1 h
AT5G42430,down,1 h
AT5G44220,down,1 h
AT5G44970,down,1 h
AT5G47300,down,1 h
AT5G51000,down,1 h
AT5G52620,down,1 h
AT5G62060,down,1 h
AT5G62660,down,1 h
AT2G02030,down,1 h
AT2G16220,down,1 h
AT2G16290,down,1 h
AT2G16450,down,1 h
AT2G26160,down,1 h
AT2G33190,down,1 h
AT1G20795,down,1 h
AT3G17265,down,1 h
AT1G22000,down,1 h
AT1G66290,down,1 h
AT1G66300,down,1 h
AT3G49030,down,1 h
AT4G26350,down,1 h
AT5G25850,down,1 h
AT5G62970,down,1 h
AT4G00315,down,1 h
AT3G42770,down,1 h
AT3G58880,down,1 h
AT3G58920,down,1 h
AT3G59160,down,1 h
AT3G59240,down,1 h
AT5G38396,down,1 h
AT1G11620,down,1 h
AT1G12170,down,1 h
AT1G15680,down,1 h
AT1G62270,down,1 h
AT3G17540,down,1 h
AT3G17570,down,1 h
AT3G19410,down,1 h
AT3G22730,down,1 h
AT3G22870,down,1 h
AT3G27910,down,1 h
AT3G43710,down,1 h
AT3G47150,down,1 h
AT4G02310,down,1 h
AT4G11750,down,1 h
AT4G11770,down,1 h
AT4G12810,down,1 h
AT4G12820,down,1 h
AT4G22430,down,1 h
AT4G39756,down,1 h
AT4G39760,down,1 h
AT5G02980,down,1 h
AT5G28160,down,1 h
AT5G38680,down,1 h
AT2G29780,down,1 h
AT1G50980,down,1 h
AT1G61330,down,1 h
AT5G56390,down,1 h
AT5G56820,down,1 h
AT1G70110,down,1 h
AT1G53010,down,1 h
AT5G53040,down,1 h
AT3G56920,down,1 h
AT3G12000,down,1 h
AT5G18330,down,1 h
AT3G45990,down,1 h
AT2G13150,down,1 h
AT1G33220,down,1 h
AT5G20390,down,1 h
AT5G25430,down,1 h
AT3G01830,down,1 h
AT1G03050,down,1 h
AT2G22160,down,1 h
AT3G29040,down,1 h
AT3G21910,down,1 h
AT3G22010,down,1 h
AT4G20680,down,1 h
AT1G32710,down,1 h
AT3G51210,down,1 h
AT3G24513,down,1 h
AT5G56369,down,1 h
AT5G46877,down,1 h
AT3G33187,down,1 h
AT5G47260,down,1 h
AT5G66890,down,1 h
AT3G13280,down,1 h
AT5G35640,down,1 h
AT5G67010,down,1 h
AT5G07760,down,1 h
AT1G29870,down,1 h
AT2G10550,down,1 h
AT5G11400,down,1 h
AT1G72000,down,1 h
AT5G50040,down,1 h
AT1G27640,down,1 h
AT2G04300,down,1 h
AT2G14440,down,1 h
AT1G72460,down,1 h
AT3G15870,down,1 h
AT5G55330,down,1 h
AT3G30540,down,1 h
AT3G53070,down,1 h
AT4G30770,down,1 h
AT4G10440,down,1 h
AT3G51070,down,1 h
AT5G37610,down,1 h
