gene,log2FC
AT1G09070,1.8166397271843366
AT1G09080,-0.9898124501375652
AT1G09090,0.8250716247074813
AT1G09100,-0.009157794020844155
AT1G09130,-0.022143958515177187
AT1G09140,-0.7747409518002759
AT1G09150,-0.03103679624918335
AT1G09155,-0.715579903369474
AT1G09157,-0.7154533849315335
AT1G09160,0.9048899214015613
AT1G09170,-1.2603915054183543
AT1G09176,-0.9394465231265614
AT1G09180,-1.5939846203919614
AT1G09190,0.46930203886288907
AT1G09195,0.32830347011185385
AT1G09200,0.2946994833475105
AT1G09210,-0.0224164839478798
AT1G09220,0.3430925842646367
AT1G09230,-0.5234878457567297
AT1G09240,0.29394052567079554
AT1G09250,-0.4349465866834899
AT1G09260,0.8582503507127108
AT1G09270,0.40473307547626264
AT1G09280,-0.05384941262135894
AT1G09290,-0.22910037344033835
AT1G09300,-0.025494410088847723
AT1G09310,-1.7220959652741474
AT1G09320,-0.219236952665405
AT1G09330,0.7037417984424121
AT1G09340,-0.023294513344676825
AT1G09350,0.7565215542619494
AT1G09380,-0.5485517055535248
AT1G09390,0.11312014631723512
AT1G09400,1.1675407696954092
AT1G09410,0.454062113797055
AT1G09415,-1.01745760949111
AT1G09420,-0.3267263781451774
AT1G09430,-0.01974758903682799
AT1G09440,-0.9661454964609439
AT1G09450,0.33370448359361893
AT1G09460,2.131747073691016
AT1G09470,-0.11476769571022231
AT1G09480,-0.17229798905336108
AT1G09490,-0.5336220764501455
AT1G09500,0.13419372007486607
AT1G09520,0.01786283089458587
AT1G09530,0.5944181595942464
AT1G09540,1.0953913649997224
AT1G09560,0.8825881290599943
AT1G09570,-0.44578580120605105
AT1G09575,0.8274660827541658
AT1G09580,0.33125042183815345
AT1G09590,0.3244962581337227
AT1G09600,0.7117357415690406
AT1G09610,0.3854539414025541
AT1G09620,-0.07146283617663433
AT1G09625,-2.6826615294764204
AT1G09630,0.9115219219197002
AT1G09640,0.2650234163707738
AT1G09645,0.6011034493781215
AT1G09650,-0.2440158286291104
AT1G09660,-0.39145567130042047
AT1G09680,-0.4035204282781188
AT1G09690,-0.022991630136286714
AT1G09700,-0.10656748470705198
AT1G09710,-1.402149123999272
AT1G09730,-0.15396036066346175
AT1G09740,-0.1704391388676183
AT1G09750,-1.6507501299938894
